# RTK ground truth trajectory (2D only, Z=0)
# Transformations applied:
#   1. Zero at origin (first measurement at 0,0)
#   2. Timestamps normalized to start at 0
#   3. Z coordinate set to 0 (2D trajectory)
# Original origin: (484992.14, 4418835.23)
# Format: t x y z qx qy qz qw
40.598160505 -1.244942201 2.007581841 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
40.797847271 -1.244676912 2.016255078 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
40.998184919 -1.246118146 2.023217270 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
41.197558880 -1.247375562 2.027399831 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
41.398127317 -1.252546041 2.027887865 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
41.597972155 -1.254660963 2.031021240 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
41.797378540 -1.254433998 2.027979994 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
41.997736454 -1.249291147 2.023189904 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
42.198118925 -1.249202154 2.024946565 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
42.398123264 -1.248786128 2.018955331 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
42.597601175 -1.251710820 2.018257280 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
42.798324347 -1.254318814 2.013400993 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
42.998093128 -1.253742402 2.005104743 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
43.197941542 -1.250558486 1.995449715 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
43.397564888 -1.253982532 1.989202843 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
43.598050356 -1.258671595 1.978112210 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
43.797246933 -1.259803541 1.971180798 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
43.997373343 -1.264018299 1.960964043 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
44.198006392 -1.261340159 1.953313576 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
44.398190737 -1.267059746 1.950304613 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
44.598111868 -1.267765051 1.945010753 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
44.798119545 -1.267494962 1.944298182 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
44.997619629 -1.267955365 1.942640570 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
45.197619200 -1.266228007 1.943213670 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
45.397267103 -1.270974318 1.945158616 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
45.597399950 -1.262594184 1.947071375 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
45.797870874 -1.262312096 1.950772402 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
45.997168541 -1.269550242 1.954060581 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
46.197525740 -1.271415606 1.958243323 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
46.397403717 -1.272545611 1.964072260 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
46.597460508 -1.273002410 1.971571028 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
46.797499180 -1.266864193 1.975487729 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
46.997263193 -1.258503514 1.969999040 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
47.197940350 -1.246747919 1.970793404 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
47.397343636 -1.237976933 1.979274392 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
47.597272396 -1.233599102 1.989747192 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
47.797850132 -1.239158492 2.010979678 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
47.997780085 -1.257940033 2.042000418 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
48.197785139 -1.279749674 2.100194575 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
48.397795439 -1.323307698 2.177518871 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
48.597709179 -1.389741650 2.273576871 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
48.797596216 -1.455669986 2.386136896 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
48.997516870 -1.537565647 2.505847304 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
49.197651625 -1.621447612 2.626803560 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
49.397587538 -1.715728041 2.742451104 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
49.597157717 -1.808298247 2.848620135 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
49.798030138 -1.901191493 2.954176066 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
